ray ID: 0, Dfm.x = 0.004266, Dfm.y = 0.010299, Dfm.z = 0.051777
Cell Id:0,Intensity = 0.481283
Cell Id:1,Intensity = 0.584657
Cell Id:2,Intensity = 0.606861
Cell Id:3,Intensity = 0.611630
Cell Id:4,Intensity = 0.612654
Cell Id:5,Intensity = 0.612874
Cell Id:6,Intensity = 0.612921
Cell Id:7,Intensity = 0.612931
Cell Id:8,Intensity = 0.612934
Cell Id:9,Intensity = 0.612934
Cell Id:10,Intensity = 0.730851
Cell Id:11,Intensity = 0.941433
Cell Id:12,Intensity = 0.998177
Cell Id:13,Intensity = 1.012838
Cell Id:14,Intensity = 1.016518
Cell Id:15,Intensity = 1.017423
Cell Id:16,Intensity = 1.017642
Cell Id:17,Intensity = 1.017694
Cell Id:18,Intensity = 1.017706
Cell Id:19,Intensity = 1.017709
Cell Id:20,Intensity = 0.860263
Cell Id:21,Intensity = 1.154234
Cell Id:22,Intensity = 1.246800
Cell Id:23,Intensity = 1.274284
Cell Id:24,Intensity = 1.282096
Cell Id:25,Intensity = 1.284243
Cell Id:26,Intensity = 1.284818
Cell Id:27,Intensity = 1.284968
Cell Id:28,Intensity = 1.285007
Cell Id:29,Intensity = 1.285017
Cell Id:30,Intensity = 0.927369
Cell Id:31,Intensity = 1.278995
Cell Id:32,Intensity = 1.402519
Cell Id:33,Intensity = 1.443303
Cell Id:34,Intensity = 1.456114
Cell Id:35,Intensity = 1.459978
Cell Id:36,Intensity = 1.461107
Cell Id:37,Intensity = 1.461427
Cell Id:38,Intensity = 1.461516
Cell Id:39,Intensity = 1.461540
Cell Id:40,Intensity = 0.962167
Cell Id:41,Intensity = 1.351163
Cell Id:42,Intensity = 1.498768
Cell Id:43,Intensity = 1.551620
Cell Id:44,Intensity = 1.569615
Cell Id:45,Intensity = 1.575484
Cell Id:46,Intensity = 1.577330
Cell Id:47,Intensity = 1.577892
Cell Id:48,Intensity = 1.578059
Cell Id:49,Intensity = 1.578108
Cell Id:50,Intensity = 0.980211
Cell Id:51,Intensity = 1.392461
Cell Id:52,Intensity = 1.557548
Cell Id:53,Intensity = 1.620413
Cell Id:54,Intensity = 1.643246
Cell Id:55,Intensity = 1.651194
Cell Id:56,Intensity = 1.653858
Cell Id:57,Intensity = 1.654722
Cell Id:58,Intensity = 1.654994
Cell Id:59,Intensity = 1.655078
Cell Id:60,Intensity = 0.989568
Cell Id:61,Intensity = 1.415886
Cell Id:62,Intensity = 1.593059
Cell Id:63,Intensity = 1.663712
Cell Id:64,Intensity = 1.690728
Cell Id:65,Intensity = 1.700652
Cell Id:66,Intensity = 1.704165
Cell Id:67,Intensity = 1.705368
Cell Id:68,Intensity = 1.705767
Cell Id:69,Intensity = 1.705896
